Text,label
Debate with a bearded man' ... Owaisi challenges Amit Shah on CAA @asadowaisi #CAA2019 @aimim_national https://t.co/G5sgnT2ZfY,1
aimim is an independent political voice of telangana s weaker sections thanks to telangana cm k chandrashekar rao s leadership telangana adopted the most comprehensive resolution against caa nrc npr among all states,1
"@narendramodi If Citizenship Amendment Act had been named ""Refugee Immigration Act"" it would have been difficult for Opposition parties to confuse existing citizens that it was a threat to them ! Similarly Common Civil Code should be renamed Equality Act.",0
aimim floor leader akbaruddin owaisi termed chronology given by home minister amit shah on caa npr nrc as sinister game plan,1
"The SC bench said that if the central government can bring non-citizen from neighbouring countries to India and grant them citizenship under CAA, then OCIs are very much Indians https://t.co/8QaYI5ta1a",1
like floor leader akbaruddin owaisi pointed out in the telangana assembly the npr manual is deeply anti woman and seeks to ascertain the age of a woman respondent at the time of consummation of marriage caa nrc npr,1
NRC is a register of all Indian citizens whose creation is mandated by amendment of the Citizenship Act 1955 Its purpose is to document all the legal citizens of India so that the illegal immigrants can be identified and deported Time to implement this has come NOW☝️ #NRC,0
on womensday i pledge to support caa nrc npr if it deprives citizenship to one who has abandoned his wife one who uses his mother as a photo op,0
first if all caa and nrc are indian internal matters secondly caa fast tracks citizenship for persecuted minorities hindus christians sikhs and buddhists in countries pakistan bangladesh and afghanistan muslims from there still can get citizenship by normal process,0
“Black Is the New Colour of Bright” Protesting Woman (With kid) braves Jan cold to sit the night at #mumbaibagh &amp;raise her voice against India’s unjust Citizenship Amendment Act &amp;the proposed National Register of Citizens. #NRC_CAA_Protest #womenempowerment @IndiasMuslims https://t.co/C1dBuoKlvk,1
The restrictions in Kashmir National Register of Citizens and Citizenship Amendment Act were discussed at a U.S. House of Representatives subcommittee hearing on human rights in Asia. https://t.co/lgMqM9TIzc,2
#DidYouKnow #INDIANConstitutionDay The original constitution did not provide for the Fundamental Duties of the citizens. These were added by the Constitution Amendment Act of 1976. #ConstitutionDay2020 #SamvidhanDivas @SpokespersonMoD https://t.co/1mNBAOquvp,2
Sanjay Raut's statement comes amid protests against the Centre’s Citizenship Amendment Act and National Register of Citizens. @rautsanjay61 https://t.co/uX3lBSG0k6,2
for india years indian muslims are not eligible for citizenship and for kashmir spending years or appearing in th examination is enough domicilelaw caa nrc,1
I Support Citizen ship Amendment Act..#IndiaSupportsCAA #IndiaSupportCAA https://t.co/vEElCTT5DB,0
at least people in assam have petitioned president ram nath kovind seeking the release of peasant leader akhilgogoi who was arrested in december for allegedly fomenting violence during the protests against the caa caa nrc protests,2
"Naam Shaheen Bagh Hai' is a poem by Darab Farooqui, dedicated to the protest at #ShaheenBagh, a fountainhead of resistance against #CAA, #NRC and #NPR. Catch more here: https://t.co/3RD0rat6dj https://t.co/Mi9Y2h2A74",1
shehla madam i hereby officially request honorable pm amp hm not to revoke caa npr and nrc all are very much required for india no compromises whoever wants to protest in a peaceful way can do wherever they want every single rioter must be shown the iron hand,0
"Himanta's rule could see a revised #NRC, support to Bangladeshi Hindus, threat of defections on #Congress &amp; BPF, and a one-man show in BJP, writes @AdityaMenon22. https://t.co/BYCev8SsF6",2
the telanganaassembly passed a pretty comprehensive resolution against caa nrc npr maharashtra should take notes what is our state waiting for,1
"It is one year since cycle of violence was unleashed in the name of CAA Last year, they insisted that the protests were organic But most of the anti-CAA protestors were clueless.  Watch these 11 videos that show who had no idea why they were protesting  https://t.co/tEtwyfrq2M",2
so here is s chronology people living in india for the past years are not residents i e caa nrc meanwhile people living in j amp k for past years are residents domicile kashmir caa nrc,1
Congress today hit back at Maharashtra CM Uddhav Thackeray saying that he requires a briefing on the CAA and the NRC after the latter backed the Citizenship Act saying no one should be scared of it.  https://t.co/EUE7jevvLN,0
i am familiar with caa read it thoroughly unless you disagree with the spirit of the law there is nothing in it that endangers citizenship of anybody nobody has seen nrc so how can we discuss that i agree amit shah could have avoided chronology comment,0
police file fir s against male relatives of women in deoband who are protesting against caa nrc npr women withstand all pressures and continue with their protests caa nrc protests internationalwomensday,2
If NDA govt has already getting so much protest and outrage over lies on #citizenship_amendment_act that it is applicable to indian citizens they should now actually give azaadi to the ones demanding it. What more it can get worse fighting is already there !!!,2
namaste demoralize the caa experts sitting at saheen bagh they hv dn phd they have nthng to do with caa nrc n india their agendas is to defeat india by defeating modi jee their agendas is to defeat hindu by criticizing modi jee,2
CItizenship Amendment Act (CAA) does not concern Indian citizens whatever their religious affiliation. Those who are spreading such rumours need to be exposed. @prasarbharati @PBNS_India @DDNational @DDNewsLive @airnewsalerts @AkashvaniAIR @Swamy39 https://t.co/ESh1tWh4S0,0
Delhi simply doesn't know how to keep its voice down despite restrictions on their commute and internet. Thousands gathered today at India Gate sloganeering against the #CitizenAmendmentAct. The power of solidarity will back the fascists up. #IndiaAgainstCAA #CAAProtest https://t.co/uwkR9wLtuK,1
Calcutta High Court directs West Bengal government to stop all government advertisements that say National Register of Citizens (NRC) and Citizenship Amendment Act (CAA) will not be implemented in the State. Next date of hearing is on January 9 2020. (ANI)  #NRC #CAA https://t.co/lfzLOlVPaA,2
I am grateful to Tamil Nadu Chief Minister @mkstalin sir for leading the motion to urge the Government of India to repeal the #CAA2019. CAA has harmed the image of India in the neighbourhood and was only brought in to fulfil the electoral ambitions of the BJP.,1
pakistani hindus prefer to die in india than live in pakistan imagine the inhumane torture and humiliation they must be facing regularly caa nrc caa nrc support,0
I chaired &amp; pushed through the cross-Party #EU urgent resolution to defend over 200 million Muslims living in India from Modi’s Islamophobic Citizens (Amendment) Act &amp; National Register of citizens. Sadly some conservatives &amp; socialists voted to postpone https://t.co/a0GAuv3x0N,1
#IndiaSupportsCAA I want to assure all my countrymen equally that the Citizenship Amendment Act does not affect citizens of India of any religion. No Indian has to worry about this: PM Mr. @narendramodi ji. https://t.co/js7K64Ej7L,0
"Calcutta High Court has sought the State govt's response on application of Foreigners Act, 1946 on religious minorities protected under the Citizenship Amendment Act, 2019. Read more here: https://t.co/mKBN2B3xEv",2
Smt. @priyankagandhi &amp; senior leaders of the Congress party are present at India Gate right now to protest the unconstitutional Citizenship Amendment Act &amp; violence against students. We urge all citizens to join the peaceful demonstration.  #BJPBurningBharat https://t.co/umUDmvK1DG,1
Afghan crisis exhibits importance of CAA in India says BJP's Ramchander Rao  READ MORE: https://t.co/KpXxwM6UBo  #CAA #CitizenamendmentAct #India #BJP #Afghanistan #Taliban #afghanistanwomen #TalibanTerror #BJP @N_RamchanderRao https://t.co/SqZS08coHi,0
all this protest on caa is fake caa is to give citizenship in easy way to non muslim refugees till faced religious persecution from muslim countries npr already from nrc only in assam as per sc order rest is fake anger generation resulted deaths in delhi,0
now the central idea behind this domicile law is that people living in india from last years are not residents of india npr caa nrc but the people living in j amp k from years are its residents now domicile,1
likhkedo president of jamaat e islami hind sadatullah hussaini addressed a press conference along with representatives of we the people of india and alliance against caa nrc npr press meet was in response to the home minister s statement in parliament on npr,1
